ts,visitor_id,event,widget,label,file,projects,owners,states
2025-08-28T14:41:43.990730,ca523df5-0424-4b78-8215-b52610a38bc8,app_start,,,,,,
2025-08-28T14:41:43.990896,ca523df5-0424-4b78-8215-b52610a38bc8,app_heartbeat,,,,,,
